age,income,loan_amount,payment_history,credit_utilization,num_credit_lines,debt_to_income,employment_years,savings,late_payments,existing_debt,open_credit_accounts,target
-2.4488849585221315,-4.241232530378836,4.0401213377013745,-0.2528046441663331,-0.5232994128655081,-2.441780515910601,-3.450963453705195,-2.542701233777259,1.281397318018119,-0.45870993330102644,1.6781872786306242,-0.5012792585178952,0
-1.0776837343902919,-1.2533560176276088,4.499715147477121,-3.8670295276477207,-0.02349424091113259,-2.916986118772308,1.796905542386929,-0.4648929725352393,-0.0671277493337917,-0.049087394736511754,1.2014199778524457,0.7143088837706515,0
0.6296828368974099,-1.0754050521350436,2.0470562535527055,-3.0466192213148484,-0.5446271920694887,-2.8335273622240975,0.7305755998551464,-2.4762796075091607,0.20060318533111612,0.7577008413002029,-0.3332425650913913,-0.383820551282421,0
-2.6617432962069922,-6.759411269802197,4.6599042091059815,-3.0771253616642453,0.3368746903727739,-0.5639396513189949,-1.9918834648534358,1.0456260750639648,0.4231030518391713,-0.8732566768525382,0.0587103362420216,-0.9520929023775087,0
-1.9566125517437065,0.46301476915989337,2.4715260391103855,0.043814659885665574,0.236156406987923,1.0462605767325568,1.2824973274909608,-0.8886515100481569,-0.6590158484933484,1.1284888883891497,2.416282327966003,0.7037242080689715,1
-0.9748069071372133,-2.0285736531271623,1.0561464937416933,0.609894281473238,-0.9786374886096714,0.7818873587777193,-2.549290830289235,0.36629563580251556,0.42151364715646206,0.23938089074283816,1.8426533620679617,-0.4984379811732735,0
-0.5136087739923749,-0.2508966293695595,0.8128919666102634,0.8290279172908438,1.0599104053055772,0.5759001959764283,-1.0944105783025082,-3.158648209398614,0.5049069983366706,0.3383816987444884,1.843774817340512,-0.29890201350420254,1
0.20932276777890801,3.919699155396372,-0.6889754967517465,2.31517323762327,1.0964137136632008,0.10513166175830735,0.46953056510951163,-1.8049939424363495,0.11993610217871076,0.361888147432794,2.5779257746117485,-0.509147934563185,1
-1.1618279370424318,-2.9210827421263135,1.5953374564367861,-0.8408771747208597,-0.5548126328043629,2.1824773555751715,-0.7188328804221611,-1.4389576387706742,-0.9842160761758001,-0.5133408767381371,0.7459643424193356,1.1005318874451913,1
0.033231034143019755,-4.8494230484528,1.2251117558286295,-2.1092955602593833,1.240624318590945,-0.5377985983222489,-2.7978585944479213,0.5582677132231406,-0.9577057727840447,-1.209657461008429,-0.7622978836210179,0.16802284762738695,0
-2.835571006809218,-4.401760600030384,5.404448279447591,-2.501092910709957,-1.9062270916431399,-2.9076790635742373,-0.7031449713648141,-2.1682918916768155,0.47614866241373394,-0.2977925380653792,0.4905749180456771,-1.8769369758266783,0
-0.13812359894347748,-1.125169167235861,2.5230318006103465,-2.2758234935640314,0.05102161088260888,-0.8250014001389128,-0.6698466681784389,1.3837908392693479,0.45872354241062957,1.4390281877265114,2.747990104757408,1.44811766104496,0
0.038533781950260915,-2.5802904708382526,0.46484370582518925,-0.3057812986669759,0.5108419794618706,1.712673921362558,-2.3073778360870554,-1.8350312344715922,-0.8788089291659094,-0.4561508071800212,1.2779450697975825,-1.7318036989259478,0
0.9024732951344708,2.351345475328127,-1.9273915764319998,2.232212035741231,-1.0405656649726316,-0.5681304871642989,-0.3521307017718285,-2.766093755868454,-0.7200644941977014,-1.008334009634352,-0.19345923753815386,0.9060041545055426,1
0.7847280979035285,2.6015041667395584,-1.0566091390331875,2.5120159315223125,0.22159370937478226,0.4865580123003733,-1.6995024697349637,-2.762264835716268,0.012686497363241974,0.8142308098753773,3.2576688810001238,-0.05216815160340364,1
-2.8224461256699356,-5.796254932167855,4.578472287676415,-1.7609560579779635,0.5378410736607816,2.076420941567388,-1.9968432023936442,-3.5121656804264956,-2.0797893361606343,-0.951267688212614,2.2740447816255416,0.21103372929094982,1
